,COUNTYFP20,VAP,APAMINVAP,PRES20D,PRES20R,OVAP,TOT_VOTES,factor,APAMINVAP_pct,OVAP_pct,PRES20None,PRES20D_pct,PRES20R_pct,PRES20None_pct
131,003,906,8,345,377,898,906,1.0,0.008830022075055188,0.9911699779249448,184,0.38079470198675497,0.41611479028697573,0.20309050772626933
132,003,6,0,0,0,6,6,1.0,0.0,1.0,6,0.0,0.0,1.0
133,003,2,0,0,0,2,2,1.0,0.0,1.0,2,0.0,0.0,1.0
134,003,1603,56,361,136,1547,1603,1.0,0.034934497816593885,0.9650655021834061,1106,0.2252027448533999,0.08484092326887087,0.6899563318777293
135,003,1699,47,438,108,1652,1699,1.0,0.02766333137139494,0.972336668628605,1153,0.2577987051206592,0.06356680400235433,0.6786344908769865
136,003,1212,27,364,267,1185,1212,1.0,0.022277227722772276,0.9777227722772277,581,0.30033003300330036,0.2202970297029703,0.4793729372937294
137,003,3264,106,1056,901,3158,3264,1.0,0.032475490196078434,0.9675245098039216,1307,0.3235294117647059,0.2760416666666667,0.40042892156862747
138,003,1569,26,613,636,1543,1569,1.0,0.0165710643722116,0.9834289356277884,320,0.3906947100063735,0.40535372848948376,0.20395156150414276
139,003,815,6,324,401,809,815,1.0,0.007361963190184049,0.992638036809816,90,0.39754601226993863,0.4920245398773006,0.11042944785276074
140,003,818,30,262,237,788,818,1.0,0.03667481662591687,0.9633251833740831,319,0.3202933985330073,0.28973105134474325,0.3899755501222494
141,003,2553,70,897,586,2483,2553,1.0,0.027418723070896985,0.972581276929103,1070,0.35135135135135137,0.22953388170779476,0.4191147669408539
142,003,1558,22,411,261,1536,1558,1.0,0.014120667522464698,0.9858793324775353,886,0.2637997432605905,0.16752246469833118,0.5686777920410783
144,003,156,3,48,41,153,156,1.0,0.019230769230769232,0.9807692307692307,67,0.3076923076923077,0.26282051282051283,0.42948717948717946
145,003,1112,45,363,315,1067,1112,1.0,0.040467625899280574,0.9595323741007195,434,0.32643884892086333,0.28327338129496404,0.3902877697841727
146,003,2893,111,632,260,2782,2893,1.0,0.038368475630833045,0.961631524369167,2001,0.21845834773591427,0.08987210508123056,0.6916695471828551
147,003,2090,54,732,655,2036,2090,1.0,0.02583732057416268,0.9741626794258373,703,0.35023923444976074,0.3133971291866029,0.33636363636363636
148,003,1115,47,204,128,1068,1115,1.0,0.042152466367713005,0.957847533632287,783,0.18295964125560538,0.1147982062780269,0.7022421524663677
149,003,2872,30,864,1559,2842,2872,1.0,0.010445682451253482,0.9895543175487466,449,0.3008356545961003,0.5428272980501393,0.15633704735376044
150,003,1208,28,352,436,1180,1208,1.0,0.023178807947019868,0.9768211920529801,420,0.2913907284768212,0.3609271523178808,0.347682119205298
151,003,1894,53,662,666,1841,1894,1.0,0.0279831045406547,0.9720168954593453,566,0.3495248152059134,0.35163674762407604,0.2988384371700106
152,003,1642,57,482,325,1585,1642,1.0,0.034713763702801465,0.9652862362971986,835,0.2935444579780755,0.19792935444579782,0.5085261875761267
153,003,2594,103,654,367,2491,2594,1.0,0.03970701619121048,0.9602929838087895,1573,0.25212027756360833,0.14148033924441017,0.6063993831919815
155,003,2000,67,669,515,1933,2000,1.0,0.0335,0.9665,816,0.3345,0.2575,0.408
156,003,1594,39,542,300,1555,1594,1.0,0.024466750313676285,0.9755332496863237,752,0.34002509410288584,0.18820577164366373,0.47176913425345046
157,003,673,27,213,263,646,673,1.0,0.04011887072808321,0.9598811292719168,197,0.3164933135215453,0.39078751857355126,0.29271916790490343
158,003,74,6,14,38,68,74,1.0,0.08108108108108109,0.918918918918919,22,0.1891891891891892,0.5135135135135135,0.2972972972972973
159,003,1830,49,654,577,1781,1830,1.0,0.026775956284153007,0.973224043715847,599,0.35737704918032787,0.3153005464480874,0.3273224043715847
160,003,578,32,185,247,546,578,1.0,0.05536332179930796,0.9446366782006921,146,0.32006920415224915,0.4273356401384083,0.25259515570934254
161,003,1274,44,291,706,1230,1274,1.0,0.03453689167974882,0.9654631083202512,277,0.22841444270015698,0.554160125588697,0.217425431711146
162,003,1048,15,342,439,1033,1048,1.0,0.01431297709923664,0.9856870229007634,267,0.32633587786259544,0.41889312977099236,0.2547709923664122
163,003,2747,80,701,305,2667,2747,1.0,0.029122679286494358,0.9708773207135056,1741,0.2551874772479068,0.11103021477975973,0.6337823079723335
164,003,410,10,141,71,400,410,1.0,0.024390243902439025,0.975609756097561,198,0.3439024390243902,0.17317073170731706,0.48292682926829267
165,003,1630,67,404,179,1563,1630,1.0,0.041104294478527606,0.9588957055214724,1047,0.24785276073619633,0.1098159509202454,0.6423312883435582
166,003,1563,48,459,414,1515,1563,1.0,0.030710172744721688,0.9692898272552783,690,0.29366602687140114,0.2648752399232246,0.44145873320537427
167,003,44,2,11,30,42,44,1.0,0.045454545454545456,0.9545454545454546,3,0.25,0.6818181818181818,0.06818181818181818
168,003,1866,50,520,252,1816,1866,1.0,0.02679528403001072,0.9732047159699893,1094,0.27867095391211144,0.13504823151125403,0.5862808145766345
169,003,414,10,119,153,404,414,1.0,0.024154589371980676,0.9758454106280193,142,0.28743961352657005,0.3695652173913043,0.34299516908212563
171,003,2293,27,850,561,2266,2293,1.0,0.011774967291757523,0.9882250327082425,882,0.3706934147405146,0.24465765372873965,0.38464893153074575
172,003,958,32,287,194,926,958,1.0,0.033402922755741124,0.9665970772442589,477,0.29958246346555323,0.20250521920668058,0.4979123173277662
173,003,3405,62,841,360,3343,3405,1.0,0.018208516886930984,0.981791483113069,2204,0.24698972099853156,0.10572687224669604,0.6472834067547724
174,003,941,27,300,245,914,941,1.0,0.028692879914984058,0.971307120085016,396,0.3188097768331562,0.2603613177470776,0.4208289054197662
175,003,1847,32,538,201,1815,1847,1.0,0.017325392528424473,0.9826746074715755,1108,0.29128316188413644,0.10882512181916622,0.5998917162966974
176,003,1805,84,288,103,1721,1805,1.0,0.04653739612188366,0.9534626038781163,1414,0.1595567867036011,0.05706371191135734,0.7833795013850415
177,003,7,1,0,0,6,7,1.0,0.14285714285714285,0.8571428571428571,7,0.0,0.0,1.0
184,003,11,1,0,0,10,11,1.0,0.09090909090909091,0.9090909090909091,11,0.0,0.0,1.0
185,003,2,0,0,0,2,2,1.0,0.0,1.0,2,0.0,0.0,1.0
186,003,2,0,0,0,2,2,1.0,0.0,1.0,2,0.0,0.0,1.0
187,003,385,14,53,18,371,385,1.0,0.03636363636363636,0.9636363636363636,314,0.13766233766233765,0.046753246753246755,0.8155844155844156
188,003,31,1,0,0,30,31,1.0,0.03225806451612903,0.967741935483871,31,0.0,0.0,1.0
189,003,5,0,0,0,5,5,1.0,0.0,1.0,5,0.0,0.0,1.0
190,003,13,2,0,0,11,13,1.0,0.15384615384615385,0.8461538461538461,13,0.0,0.0,1.0
192,003,43,0,20,23,43,43,3.3076923076923075,0.0,1.0,0,0.46511627906976744,0.5348837209302325,0.0
194,003,8,0,0,0,8,8,1.0,0.0,1.0,8,0.0,0.0,1.0
200,003,292,4,98,59,288,292,1.0,0.0136986301369863,0.9863013698630136,135,0.3356164383561644,0.20205479452054795,0.4623287671232877
201,003,11,2,0,0,9,11,1.0,0.18181818181818182,0.8181818181818182,11,0.0,0.0,1.0
204,003,1930,61,739,469,1869,1930,1.0,0.031606217616580314,0.9683937823834197,722,0.3829015544041451,0.24300518134715027,0.37409326424870465
206,003,1895,79,489,240,1816,1895,1.0,0.041688654353562005,0.9583113456464379,1166,0.25804749340369393,0.1266490765171504,0.6153034300791557
207,003,1517,64,469,368,1453,1517,1.0,0.04218852999340804,0.957811470006592,680,0.3091628213579433,0.24258404746209625,0.44825313117996046
208,003,1775,62,543,713,1713,1775,1.0,0.03492957746478873,0.9650704225352112,519,0.3059154929577465,0.40169014084507043,0.2923943661971831
210,003,3554,147,650,367,3407,3554,1.0,0.0413618458075408,0.9586381541924592,2537,0.18289251547552055,0.10326392796848621,0.7138435565559933
211,003,1959,59,647,309,1900,1959,1.0,0.030117406840224605,0.9698825931597754,1003,0.3302705461970393,0.15773353751914243,0.5119959162838182
212,003,3827,98,1278,999,3729,3827,1.0,0.025607525476874837,0.9743924745231252,1550,0.33394303632087796,0.26103997909589755,0.40501698458322444
213,003,3605,74,1027,1200,3531,3605,1.0,0.020527045769764215,0.9794729542302358,1378,0.2848821081830791,0.332871012482663,0.382246879334258
214,003,4,0,0,0,4,4,1.0,0.0,1.0,4,0.0,0.0,1.0
215,003,1330,53,481,249,1277,1330,1.0,0.03984962406015038,0.9601503759398496,600,0.36165413533834584,0.18721804511278195,0.45112781954887216
217,003,1775,36,613,550,1739,1775,1.0,0.02028169014084507,0.979718309859155,612,0.3453521126760563,0.30985915492957744,0.3447887323943662
218,003,3494,121,858,553,3373,3494,1.0,0.03463079564968517,0.9653692043503148,2083,0.2455638236977676,0.15827132226674298,0.5961648540354894
219,003,2368,80,817,612,2288,2368,1.0,0.033783783783783786,0.9662162162162162,939,0.3450168918918919,0.25844594594594594,0.39653716216216217
220,003,1571,58,366,314,1513,1571,1.0,0.036919159770846595,0.9630808402291534,891,0.23297262889879058,0.19987269255251433,0.5671546785486951
222,003,892,34,239,444,858,892,1.0,0.03811659192825112,0.9618834080717489,209,0.2679372197309417,0.4977578475336323,0.23430493273542602
223,003,2723,34,915,1336,2689,2723,1.0,0.012486228424531766,0.9875137715754683,472,0.336026441424899,0.4906353286816012,0.1733382298934998
224,003,46,4,7,32,42,46,1.0,0.08695652173913043,0.9130434782608695,7,0.15217391304347827,0.6956521739130435,0.15217391304347827
225,003,612,18,187,22,594,612,1.0,0.029411764705882353,0.9705882352941176,403,0.3055555555555556,0.03594771241830065,0.6584967320261438
226,003,1261,27,353,624,1234,1261,1.0,0.02141157811260904,0.9785884218873909,284,0.27993655828707376,0.4948453608247423,0.22521808088818399
227,003,1221,11,487,548,1210,1221,1.0,0.009009009009009009,0.990990990990991,186,0.3988533988533989,0.4488124488124488,0.15233415233415235
229,003,2827,70,915,986,2757,2827,1.0,0.024761230986911922,0.975238769013088,926,0.323664662186063,0.3487796250442165,0.32755571276972056
230,003,1734,16,487,608,1718,1734,1.0,0.00922722029988466,0.9907727797001153,639,0.2808535178777393,0.3506343713956171,0.3685121107266436
231,003,2039,74,540,247,1965,2039,1.0,0.036292300147130946,0.9637076998528691,1252,0.26483570377636095,0.1211378126532614,0.6140264835703776
232,003,1419,44,476,431,1375,1419,1.0,0.031007751937984496,0.9689922480620154,512,0.3354474982381959,0.3037350246652572,0.3608174770965469
233,003,2366,76,499,146,2290,2366,1.0,0.032121724429416736,0.9678782755705833,1721,0.21090448013524937,0.06170752324598478,0.7273879966187659
234,003,3268,75,750,291,3193,3268,1.0,0.022949816401468787,0.9770501835985312,2227,0.2294981640146879,0.0890452876376989,0.6814565483476133
235,003,2289,68,627,228,2221,2289,1.0,0.029707295762341632,0.9702927042376583,1434,0.27391874180865006,0.09960681520314547,0.6264744429882044
