,COUNTY,VAP,APAMINVAP,PRES20D,PRES20R,OVAP,TOT_VOTES,factor,APAMINVAP_pct,OVAP_pct,PRES20None,PRES20D_pct,PRES20R_pct,PRES20None_pct
67,Banks,399,15,20,258,384,399,1.0,0.03759398496240601,0.9624060150375939,121,0.05012531328320802,0.6466165413533834,0.3032581453634085
68,Banks,2052,68,166,1107,1984,2052,1.0,0.03313840155945419,0.9668615984405458,779,0.08089668615984405,0.5394736842105263,0.37962962962962965
69,Banks,1236,33,80,538,1203,1236,1.0,0.02669902912621359,0.9733009708737864,618,0.06472491909385113,0.43527508090614886,0.5
70,Banks,598,24,33,387,574,598,1.0,0.04013377926421405,0.959866220735786,178,0.05518394648829431,0.6471571906354515,0.2976588628762542
71,Banks,735,13,53,432,722,735,1.0,0.017687074829931974,0.9823129251700681,250,0.07210884353741497,0.5877551020408164,0.3401360544217687
72,Banks,1619,33,108,957,1586,1619,1.0,0.02038295243977764,0.9796170475602224,554,0.06670784434836319,0.5911056207535516,0.34218653489808526
73,Banks,1913,44,113,1121,1869,1913,1.0,0.02300052273915316,0.9769994772608468,679,0.05906952430737062,0.5859905906952431,0.3549398849973863
74,Banks,783,20,53,438,763,783,1.0,0.02554278416347382,0.9744572158365262,292,0.06768837803320563,0.5593869731800766,0.37292464878671777
75,Banks,654,6,32,394,648,654,1.0,0.009174311926605505,0.9908256880733946,228,0.04892966360856269,0.6024464831804281,0.3486238532110092
76,Barrow,3784,95,560,1728,3689,3784,1.0,0.02510570824524313,0.9748942917547568,1496,0.14799154334038056,0.45665961945031713,0.3953488372093023
77,Barrow,7641,190,966,4033,7451,7641,1.0,0.024865855254547833,0.9751341447454521,2642,0.12642324303101687,0.5278104960083758,0.34576626096060725
78,Barrow,6992,213,943,3098,6779,6992,1.0,0.030463386727688786,0.9695366132723112,2951,0.13486842105263158,0.4430778032036613,0.4220537757437071
79,Barrow,4582,106,624,1904,4476,4582,1.0,0.023134002618943692,0.9768659973810563,2054,0.13618507202095154,0.41553906591008294,0.4482758620689655
80,Barrow,9044,201,1743,4198,8843,9044,1.0,0.02222467934542238,0.9777753206545776,3103,0.19272445820433437,0.4641751437417072,0.3431003980539584
81,Barrow,7577,217,1114,3784,7360,7577,1.0,0.0286393031542827,0.9713606968457174,2679,0.1470238880823545,0.4994060974000264,0.3535700145176191
82,Barrow,10492,246,2036,3664,10246,10492,1.0,0.023446435379336637,0.9765535646206633,4792,0.19405261151353412,0.3492184521540221,0.45672893633244377
83,Barrow,12083,278,2467,4395,11805,12083,1.0,0.023007531242241166,0.9769924687577588,5221,0.20417114954895307,0.363734171977158,0.43209467847388894
84,Bartow,7759,225,908,3819,7534,7759,1.0,0.028998582291532415,0.9710014177084676,3032,0.11702538986982859,0.4922026034282768,0.39077200670189455
85,Bartow,5228,171,696,1997,5057,5228,1.0,0.03270849273144606,0.967291507268554,2535,0.1331293037490436,0.3819816373374139,0.48488905891354245
86,Bartow,9166,245,1527,2810,8921,9166,1.0,0.026729216670303296,0.9732707833296967,4829,0.16659393410429849,0.30656775038184597,0.5268383155138555
87,Bartow,8597,182,1776,4030,8415,8597,1.0,0.021170175642666045,0.9788298243573339,2791,0.20658369198557636,0.46876817494474815,0.3246481330696755
88,Bartow,12578,320,1940,5487,12258,12578,1.0,0.025441246621084435,0.9745587533789156,5151,0.15423755764032437,0.43623787565590716,0.40952456670376847
89,Bartow,4032,112,568,2312,3920,4032,1.0,0.027777777777777776,0.9722222222222222,1152,0.14087301587301587,0.5734126984126984,0.2857142857142857
90,Bartow,3599,167,414,1582,3432,3599,1.0,0.04640177827174215,0.9535982217282578,1603,0.11503195332036677,0.4395665462628508,0.44540150041678245
91,Bartow,5582,219,853,2859,5363,5582,1.0,0.03923324973127911,0.9607667502687209,1870,0.1528126119670369,0.5121820136151917,0.3350053744177714
92,Bartow,1609,45,113,897,1564,1609,1.0,0.027967681789931635,0.9720323182100684,599,0.07022995649471722,0.5574891236793039,0.3722809198259789
93,Bartow,3180,118,305,1550,3062,3180,1.0,0.03710691823899371,0.9628930817610063,1325,0.0959119496855346,0.48742138364779874,0.4166666666666667
94,Bartow,4452,139,711,2070,4313,4452,1.0,0.031221922731356693,0.9687780772686433,1671,0.1597035040431267,0.46495956873315364,0.3753369272237197
95,Bartow,2267,75,189,1369,2192,2267,1.0,0.033083370092633436,0.9669166299073666,709,0.08337009263343625,0.603881782090869,0.31274812527569473
96,Bartow,3058,87,206,1861,2971,3058,1.0,0.028449967298888164,0.9715500327011118,991,0.06736429038587312,0.6085676913015042,0.3240680183126226
97,Bartow,2752,104,275,1648,2648,2752,1.0,0.0377906976744186,0.9622093023255814,829,0.09992732558139535,0.5988372093023255,0.3012354651162791
98,Bartow,1985,63,297,961,1922,1985,1.0,0.03173803526448363,0.9682619647355164,727,0.14962216624685137,0.4841309823677582,0.3662468513853904
99,Bartow,7726,182,1314,2422,7544,7726,1.0,0.02355682112347916,0.9764431788765209,3990,0.1700750711881957,0.3134869272586073,0.516438001553197
100,Ben Hill,5226,110,1182,1249,5116,5226,1.0,0.02104860313815538,0.9789513968618446,2795,0.2261768082663605,0.23899732108687333,0.5348258706467661
101,Ben Hill,7939,122,1210,2861,7817,7939,1.0,0.015367174707141957,0.984632825292858,3868,0.1524121425872276,0.3603728429273208,0.48721501448545157
102,Berrien,1201,41,206,622,1160,1201,1.0,0.03413821815154038,0.9658617818484596,373,0.17152373022481265,0.517901748542881,0.3105745212323064
103,Berrien,1449,24,86,636,1425,1449,1.0,0.016563146997929608,0.9834368530020704,727,0.05935127674258109,0.4389233954451346,0.5017253278122843
104,Berrien,7532,144,694,3393,7388,7532,1.0,0.019118428040361127,0.9808815719596389,3445,0.09214020180562932,0.45047796070100904,0.45738183749336164
105,Berrien,2281,70,216,1062,2211,2281,1.0,0.030688294607628234,0.9693117053923718,1003,0.09469530907496712,0.4655852696185883,0.43971942130644454
106,Berrien,1227,22,67,706,1205,1227,1.0,0.017929910350448247,0.9820700896495518,454,0.05460472697636512,0.5753871230643847,0.3700081499592502
107,Bibb,2140,42,929,47,2098,2140,1.0,0.019626168224299065,0.9803738317757009,1164,0.43411214953271027,0.021962616822429906,0.5439252336448598
108,Bibb,3994,39,2169,157,3955,3994,1.0,0.009764646970455683,0.9902353530295444,1668,0.543064596895343,0.03930896344516775,0.41762643965948926
109,Bibb,3862,66,1563,570,3796,3862,1.0,0.017089590885551526,0.9829104091144485,1729,0.4047125841532884,0.14759192128430865,0.4476954945624029
110,Bibb,2586,14,1309,95,2572,2586,1.0,0.005413766434648105,0.9945862335653519,1182,0.5061871616395979,0.036736272235112145,0.45707656612529
111,Bibb,2629,43,1264,379,2586,2629,1.0,0.016356028908330163,0.9836439710916698,986,0.4807911753518448,0.14416127805249143,0.37504754659566375
112,Bibb,8865,84,2987,326,8781,8865,1.0,0.009475465313028765,0.9905245346869712,5552,0.3369430344049633,0.03677382966723068,0.6262831359278059
113,Bibb,2424,39,795,98,2385,2424,1.0,0.01608910891089109,0.9839108910891089,1531,0.327970297029703,0.040429042904290426,0.6316006600660066
114,Bibb,3314,40,1543,175,3274,3314,1.0,0.012070006035003017,0.987929993964997,1596,0.4656004828002414,0.0528062764031382,0.4815932407966204
115,Bibb,2561,28,826,139,2533,2561,1.0,0.010933229207340883,0.9890667707926591,1596,0.322530261616556,0.054275673565013664,0.6231940648184303
116,Bibb,4809,33,2328,301,4776,4809,1.0,0.006862133499688085,0.9931378665003119,2180,0.4840923268870867,0.06259097525473072,0.45331669785818257
117,Bibb,3702,31,1676,232,3671,3702,1.0,0.008373851971907077,0.9916261480280929,1794,0.45272825499729874,0.06266882766072393,0.4846029173419773
118,Bibb,4632,68,1606,1215,4564,4632,1.0,0.01468048359240069,0.9853195164075993,1811,0.34671848013816925,0.2623056994818653,0.3909758203799655
119,Bibb,7711,88,3284,1201,7623,7711,1.0,0.011412268188302425,0.9885877318116976,3226,0.4258850992089223,0.15575152379717286,0.4183633769939048
120,Bibb,3731,48,1618,2112,3683,3731,1.6548358473824312,0.012865183596890914,0.9871348164031091,1,0.4336638970785312,0.5660680782632003,0.0002680246582685607
121,Bibb,4850,61,992,1727,4789,4850,1.0,0.012577319587628866,0.9874226804123711,2131,0.2045360824742268,0.3560824742268041,0.43938144329896905
122,Bibb,4427,56,929,1734,4371,4427,1.0,0.012649649875762368,0.9873503501242377,1764,0.2098486559747007,0.39168737293878475,0.39846397108651455
123,Bibb,9877,115,2233,2397,9762,9877,1.0,0.011643211501468057,0.9883567884985319,5247,0.22608079376328843,0.24268502581755594,0.5312341804191556
124,Bibb,1902,30,625,577,1872,1902,1.0,0.015772870662460567,0.9842271293375394,700,0.3286014721345952,0.30336487907465826,0.36803364879074657
125,Bibb,1735,26,917,535,1709,1735,1.0,0.014985590778097982,0.985014409221902,283,0.5285302593659942,0.30835734870317005,0.16311239193083574
126,Bibb,2315,28,736,878,2287,2315,1.0,0.012095032397408207,0.9879049676025918,701,0.31792656587473,0.3792656587473002,0.30280777537796977
127,Bibb,2519,39,851,1421,2480,2519,1.0,0.015482334259626836,0.9845176657403731,247,0.33783247320365223,0.5641127431520445,0.0980547836443033
128,Bibb,6343,104,1784,2559,6239,6343,1.0,0.016396027116506385,0.9836039728834937,2000,0.2812549266908403,0.40343685953019076,0.31530821377896895
129,Bibb,3698,60,863,1590,3638,3698,1.0,0.016224986479177934,0.9837750135208221,1245,0.23336938885884262,0.42996214169821523,0.33666846944294215
130,Bibb,4995,92,1509,670,4903,4995,1.0,0.018418418418418417,0.9815815815815816,2816,0.3021021021021021,0.13413413413413414,0.5637637637637638
131,Bibb,2293,24,939,291,2269,2293,1.0,0.010466637592673354,0.9895333624073267,1063,0.40950719581334494,0.12690798081116442,0.4635848233754906
132,Bibb,3293,31,1601,153,3262,3293,1.0,0.009413908290312785,0.9905860917096873,1539,0.48618281202550867,0.04646219252960826,0.46735499544488307
133,Bibb,4185,39,2042,283,4146,4185,1.0,0.00931899641577061,0.9906810035842294,1860,0.4879330943847073,0.06762246117084826,0.4444444444444444
134,Bibb,2418,25,818,913,2393,2418,1.0,0.01033912324234905,0.9896608767576509,687,0.33829611248966085,0.3775847808105873,0.2841191066997519
135,Bibb,3398,65,1180,937,3333,3398,1.0,0.01912889935256033,0.9808711006474397,1281,0.3472630959387875,0.2757504414361389,0.37698646262507357
136,Bibb,2717,49,675,1300,2668,2717,1.0,0.0180345969819654,0.9819654030180346,742,0.24843577475156423,0.4784688995215311,0.27309532572690465
137,Bibb,4437,39,877,1573,4398,4437,1.0,0.00878972278566599,0.991210277214334,1987,0.1976560739238224,0.3545188190218616,0.447825107054316
138,Bleckley,9613,86,1311,4328,9527,9613,1.0,0.008946218662228233,0.9910537813377718,3974,0.13637782169978155,0.4502236554665557,0.41339852283366274
139,Brantley,3852,73,164,2210,3779,3852,1.0,0.018951194184839044,0.981048805815161,1478,0.04257528556593977,0.5737279335410177,0.3836967808930426
140,Brantley,4787,133,268,2522,4654,4787,1.0,0.02778358053060372,0.9722164194693963,1997,0.055984959264675165,0.5268435345728013,0.4171715061625235
141,Brantley,5053,171,267,2259,4882,5053,1.0,0.033841282406491195,0.9661587175935088,2527,0.052839897090837126,0.44706115179101524,0.5000989511181476
142,Brooks,396,10,67,181,386,396,1.0,0.025252525252525252,0.9747474747474747,148,0.1691919191919192,0.45707070707070707,0.37373737373737376
143,Brooks,2726,41,315,1148,2685,2726,1.0,0.01504035216434336,0.9849596478356566,1263,0.11555392516507704,0.42112986060161406,0.4633162142333089
144,Brooks,1170,24,395,363,1146,1170,1.0,0.020512820512820513,0.9794871794871794,412,0.33760683760683763,0.31025641025641026,0.35213675213675216
145,Brooks,2255,38,399,925,2217,2255,1.0,0.016851441241685146,0.9831485587583149,931,0.17694013303769401,0.41019955654101997,0.412860310421286
146,Brooks,868,9,86,421,859,868,1.0,0.010368663594470046,0.9896313364055299,361,0.09907834101382489,0.48502304147465436,0.41589861751152074
147,Brooks,693,17,122,314,676,693,1.0,0.024531024531024532,0.9754689754689755,257,0.17604617604617603,0.4531024531024531,0.3708513708513709
148,Brooks,4639,71,1406,908,4568,4639,1.0,0.015305022634188403,0.9846949773658116,2325,0.303082560896745,0.1957318387583531,0.5011856003449019
149,Bryan,3117,96,393,1442,3021,3117,1.0,0.030798845043310877,0.9692011549566891,1282,0.1260827718960539,0.4626243182547321,0.41129290984921396
150,Bryan,2208,48,435,1213,2160,2208,1.0,0.021739130434782608,0.9782608695652174,560,0.19701086956521738,0.5493659420289855,0.2536231884057971
151,Bryan,2351,68,302,1300,2283,2351,1.0,0.0289238621863037,0.9710761378136963,749,0.1284559761803488,0.552956188855806,0.3185878349638452
152,Bryan,6186,170,1393,2528,6016,6186,1.0,0.027481409634658907,0.972518590365341,2265,0.22518590365341093,0.40866472680245713,0.3661493695441319
153,Bryan,2818,46,573,1654,2772,2818,1.0,0.016323633782824698,0.9836763662171752,591,0.20333569907735982,0.5869410929737402,0.20972320794889993
154,Bryan,3881,87,1017,2205,3794,3881,1.0,0.022416902860087608,0.9775830971399124,659,0.26204586446792066,0.5681525380056687,0.16980159752641072
155,Bryan,2844,55,567,1111,2789,2844,1.0,0.019338959212376935,0.9806610407876231,1166,0.19936708860759494,0.3906469760900141,0.409985935302391
156,Bryan,2616,75,635,937,2541,2616,1.0,0.028669724770642203,0.9713302752293578,1044,0.24273700305810397,0.3581804281345566,0.39908256880733944
157,Bryan,3660,85,888,1137,3575,3660,1.0,0.023224043715846996,0.976775956284153,1635,0.24262295081967214,0.31065573770491806,0.44672131147540983
158,Bryan,2147,62,536,717,2085,2147,1.0,0.02887750349324639,0.9711224965067536,894,0.2496506753609688,0.33395435491383324,0.41639496972519796
159,Bulloch,1795,33,203,987,1762,1795,1.0,0.01838440111420613,0.9816155988857939,605,0.11309192200557103,0.5498607242339832,0.3370473537604457
160,Bulloch,1946,30,398,1129,1916,1946,1.0,0.015416238437821172,0.9845837615621789,419,0.20452209660842754,0.5801644398766701,0.21531346351490235
161,Bulloch,3545,46,565,1880,3499,3545,1.0,0.012976022566995768,0.9870239774330042,1100,0.15937940761636107,0.5303244005641748,0.31029619181946405
162,Bulloch,7185,87,1988,1737,7098,7185,1.0,0.012108559498956159,0.9878914405010438,3460,0.27668754349338903,0.24175365344467642,0.4815588030619346
163,Bulloch,4276,101,757,1620,4175,4276,1.0,0.02362020579981291,0.9763797942001871,1899,0.17703461178671656,0.37885874649204865,0.4441066417212348
164,Bulloch,10397,160,1705,2559,10237,10397,1.0,0.015389054534962008,0.984610945465038,6133,0.1639896123881889,0.2461286909685486,0.5898816966432625
165,Bulloch,2646,56,575,1079,2590,2646,1.0,0.021164021164021163,0.9788359788359788,992,0.21730914588057446,0.40778533635676495,0.3749055177626606
166,Bulloch,1084,28,112,630,1056,1084,1.0,0.025830258302583026,0.974169741697417,342,0.1033210332103321,0.5811808118081181,0.3154981549815498
167,Bulloch,767,5,150,385,762,767,1.0,0.00651890482398957,0.9934810951760105,232,0.19556714471968709,0.5019556714471969,0.30247718383311606
168,Bulloch,1395,33,169,740,1362,1395,1.0,0.023655913978494623,0.9763440860215054,486,0.12114695340501792,0.5304659498207885,0.34838709677419355
169,Bulloch,14780,160,1725,992,14620,14780,1.0,0.010825439783491205,0.9891745602165088,12063,0.11671177266576455,0.06711772665764547,0.81617050067659
170,Bulloch,2018,53,309,839,1965,2018,1.0,0.02626362735381566,0.9737363726461843,870,0.1531219028741328,0.4157581764122894,0.4311199207135778
171,Bulloch,1101,41,217,411,1060,1101,1.0,0.03723887375113533,0.9627611262488647,473,0.19709355131698456,0.37329700272479566,0.4296094459582198
172,Bulloch,543,9,60,298,534,543,1.0,0.016574585635359115,0.9834254143646409,185,0.11049723756906077,0.5488029465930019,0.3406998158379374
173,Bulloch,8543,98,2074,1907,8445,8543,1.0,0.011471380077256232,0.9885286199227438,4562,0.2427718600023411,0.22322369191150648,0.5340044480861524
174,Bulloch,2473,84,236,1193,2389,2473,1.0,0.033966841892438336,0.9660331581075616,1044,0.09543065103113627,0.48241002830570157,0.42215932066316214
175,Burke,475,13,113,158,462,475,1.0,0.02736842105263158,0.9726315789473684,204,0.23789473684210527,0.33263157894736844,0.42947368421052634
176,Burke,694,9,237,165,685,694,1.0,0.012968299711815562,0.9870317002881844,292,0.3414985590778098,0.2377521613832853,0.4207492795389049
177,Burke,2809,55,503,1086,2754,2809,1.0,0.019579921680313278,0.9804200783196867,1220,0.17906728373086508,0.3866144535421858,0.43431826272694907
178,Burke,828,10,242,232,818,828,1.0,0.012077294685990338,0.9879227053140096,354,0.2922705314009662,0.28019323671497587,0.427536231884058
179,Burke,453,0,189,116,453,453,1.0,0.0,1.0,148,0.41721854304635764,0.2560706401766004,0.32671081677704195
180,Burke,1216,9,271,412,1207,1216,1.0,0.007401315789473684,0.9925986842105263,533,0.22286184210526316,0.33881578947368424,0.43832236842105265
181,Burke,597,15,141,119,582,597,1.0,0.02512562814070352,0.9748743718592965,337,0.23618090452261306,0.19932998324958123,0.5644891122278057
182,Burke,530,4,181,122,526,530,1.0,0.007547169811320755,0.9924528301886792,227,0.34150943396226413,0.23018867924528302,0.42830188679245285
183,Burke,243,7,81,116,236,243,1.0,0.02880658436213992,0.9711934156378601,46,0.3333333333333333,0.4773662551440329,0.18930041152263374
184,Burke,3297,33,1296,482,3264,3297,1.0,0.010009099181073703,0.9899909008189263,1519,0.39308462238398545,0.1461935092508341,0.4607218683651805
185,Burke,1262,21,257,392,1241,1262,1.0,0.01664025356576862,0.9833597464342314,613,0.20364500792393028,0.31061806656101426,0.4857369255150555
186,Burke,251,4,128,63,247,251,1.0,0.01593625498007968,0.9840637450199203,60,0.5099601593625498,0.250996015936255,0.23904382470119523
187,Burke,3804,46,1007,1281,3758,3804,1.0,0.012092534174553101,0.9879074658254469,1516,0.2647213459516299,0.33675078864353314,0.39852786540483703
188,Burke,460,9,143,173,451,460,1.0,0.01956521739130435,0.9804347826086957,144,0.3108695652173913,0.3760869565217391,0.3130434782608696
189,Burke,1492,27,315,378,1465,1492,1.0,0.018096514745308313,0.9819034852546917,799,0.2111260053619303,0.25335120643431636,0.5355227882037533
190,Burke,367,4,105,105,363,367,1.0,0.010899182561307902,0.989100817438692,157,0.28610354223433243,0.28610354223433243,0.42779291553133514
191,Butts,20360,400,3274,8406,19960,20360,1.0,0.019646365422396856,0.9803536345776032,8680,0.16080550098231827,0.41286836935166993,0.4263261296660118
192,Calhoun,607,7,348,121,600,607,1.0,0.011532125205930808,0.9884678747940692,138,0.5733113673805601,0.19934102141680396,0.2273476112026359
193,Calhoun,804,2,243,64,802,804,1.0,0.0024875621890547263,0.9975124378109452,497,0.30223880597014924,0.07960199004975124,0.6181592039800995
194,Calhoun,630,4,234,161,626,630,1.0,0.006349206349206349,0.9936507936507937,235,0.37142857142857144,0.25555555555555554,0.373015873015873
195,Calhoun,581,6,291,227,575,581,1.0,0.010327022375215147,0.9896729776247849,63,0.5008605851979346,0.39070567986230637,0.10843373493975904
196,Calhoun,2065,10,144,350,2055,2065,1.0,0.004842615012106538,0.9951573849878934,1571,0.06973365617433414,0.1694915254237288,0.7607748184019371
197,Camden,938,31,74,384,907,938,1.0,0.03304904051172708,0.9669509594882729,480,0.07889125799573561,0.4093816631130064,0.511727078891258
198,Camden,7567,193,1604,2825,7374,7567,1.0,0.02550548433989692,0.974494515660103,3138,0.2119730408352055,0.37333157129641864,0.41469538786837584
199,Camden,2038,64,299,1075,1974,2038,1.0,0.03140333660451423,0.9685966633954858,664,0.1467124631992149,0.52747791952895,0.3258096172718351
200,Camden,2512,80,485,763,2432,2512,1.0,0.03184713375796178,0.9681528662420382,1264,0.1930732484076433,0.3037420382165605,0.5031847133757962
201,Camden,4247,116,845,1222,4131,4247,1.0,0.027313397692488816,0.9726866023075111,2180,0.19896397457028492,0.28773251707087355,0.5133035083588415
202,Camden,3214,101,639,1308,3113,3214,1.0,0.03142501555693839,0.9685749844430616,1267,0.19881767268201617,0.40696950840074675,0.3942128189172371
203,Camden,2770,84,804,747,2686,2770,1.0,0.03032490974729242,0.9696750902527076,1219,0.29025270758122745,0.2696750902527076,0.44007220216606496
204,Camden,5094,111,387,555,4983,5094,1.0,0.021790341578327443,0.9782096584216725,4152,0.07597173144876325,0.10895170789163722,0.8150765606595995
205,Camden,2352,48,546,1013,2304,2352,1.0,0.02040816326530612,0.9795918367346939,793,0.23214285714285715,0.4306972789115646,0.33715986394557823
206,Camden,1099,27,192,490,1072,1099,1.0,0.02456778889899909,0.9754322111010009,417,0.17470427661510465,0.445859872611465,0.3794358507734304
207,Camden,1531,37,347,886,1494,1531,1.0,0.024167210973220117,0.9758327890267798,298,0.22664924885695623,0.5787067276290007,0.1946440235140431
208,Camden,3084,88,497,1355,2996,3084,1.0,0.028534370946822308,0.9714656290531777,1232,0.1611543450064851,0.4393644617380026,0.39948119325551235
209,Camden,3356,74,708,1786,3282,3356,1.0,0.02205005959475566,0.9779499404052443,862,0.21096543504171633,0.5321811680572109,0.25685339690107273
210,Camden,2006,58,540,842,1948,2006,1.0,0.028913260219341975,0.9710867397806581,624,0.2691924227318046,0.419740777666999,0.31106679960119643
211,Candler,8241,134,1269,3133,8107,8241,1.0,0.016260162601626018,0.983739837398374,3839,0.15398616672733892,0.38017230918577843,0.4658415240868827
212,Carroll,4838,107,1066,1585,4731,4838,1.0,0.02211657709797437,0.9778834229020257,2187,0.22033898305084745,0.3276147168251344,0.4520463001240182
213,Carroll,4432,96,1035,1327,4336,4432,1.0,0.021660649819494584,0.9783393501805054,2070,0.23352888086642598,0.299413357400722,0.46705776173285196
214,Carroll,3461,70,493,1483,3391,3461,1.0,0.020225368390638543,0.9797746316093614,1485,0.14244438023692574,0.42848887604738517,0.4290667437156891
215,Carroll,1510,43,227,738,1467,1510,1.0,0.02847682119205298,0.971523178807947,545,0.15033112582781458,0.48874172185430464,0.3609271523178808
216,Carroll,1698,59,337,638,1639,1698,1.0,0.034746760895170786,0.9652532391048292,723,0.19846878680800942,0.375736160188457,0.42579505300353354
217,Carroll,1569,38,188,886,1531,1569,1.0,0.024219247928616953,0.975780752071383,495,0.11982154238368388,0.5646908859145953,0.3154875717017208
