,COUNTYFP20,VAP,APAMINVAP,PRES20D,PRES20R,OVAP,TOT_VOTES,factor,APAMINVAP_pct,OVAP_pct,PRES20None,PRES20D_pct,PRES20R_pct,PRES20None_pct
70,003,2612,109,576,737,2503,2612,1.0,0.041730474732006126,0.9582695252679939,1299,0.22052067381316998,0.2821592649310873,0.49732006125574274
71,003,1574,54,372,524,1520,1574,1.0,0.03430749682337993,0.96569250317662,678,0.2363405336721728,0.33290978398983484,0.4307496823379924
72,003,1546,63,327,412,1483,1546,1.0,0.0407503234152652,0.9592496765847348,807,0.2115135834411384,0.2664941785252264,0.5219922380336351
73,003,2437,62,624,849,2375,2437,1.0,0.0254411161263849,0.9745588838736151,964,0.2560525235945835,0.3483791546983997,0.39556832170701683
74,003,2371,43,685,1261,2328,2371,1.0,0.018135807676086038,0.981864192323914,425,0.2889076339097427,0.5318431041754534,0.1792492619148039
75,003,2566,109,584,937,2457,2566,1.0,0.04247856586126267,0.9575214341387374,1045,0.22759158222915044,0.3651597817614965,0.40724863600935307
76,003,2560,118,517,758,2442,2560,1.0,0.04609375,0.95390625,1285,0.201953125,0.29609375,0.501953125
77,003,2300,106,442,1175,2194,2300,1.0,0.04608695652173913,0.9539130434782609,683,0.19217391304347825,0.5108695652173914,0.29695652173913045
78,003,1944,70,446,699,1874,1944,1.0,0.0360082304526749,0.9639917695473251,799,0.2294238683127572,0.3595679012345679,0.41100823045267487
79,003,1716,64,422,880,1652,1716,1.0,0.037296037296037296,0.9627039627039627,414,0.24592074592074592,0.5128205128205128,0.24125874125874125
80,003,1469,39,406,559,1430,1469,1.0,0.02654867256637168,0.9734513274336283,504,0.2763784887678693,0.3805309734513274,0.3430905377808033
81,003,6716,213,849,964,6503,6716,1.0,0.03171530673019655,0.9682846932698035,4903,0.1264145324597975,0.14353782013103036,0.7300476474091722
82,003,2213,66,550,1125,2147,2213,1.0,0.0298237686398554,0.9701762313601446,538,0.24853140533212834,0.508359692724808,0.24310890194306373
83,003,2771,66,731,1267,2705,2771,1.0,0.02381811620353663,0.9761818837964634,773,0.26380368098159507,0.4572356549981956,0.2789606640202093
84,003,2357,100,583,841,2257,2357,1.0,0.04242681374628765,0.9575731862537123,933,0.24734832414085703,0.35680950360627917,0.39584217225286383
85,003,2232,73,602,1330,2159,2232,1.0,0.03270609318996416,0.9672939068100358,300,0.26971326164874554,0.5958781362007168,0.13440860215053763
86,003,1791,98,346,994,1693,1791,1.0,0.05471803461753211,0.9452819653824679,451,0.19318816303740927,0.5549972082635399,0.2518146286990508
87,003,716,19,133,341,697,716,1.0,0.02653631284916201,0.973463687150838,242,0.1857541899441341,0.4762569832402235,0.33798882681564246
88,003,2759,79,501,1360,2680,2759,1.0,0.028633562885103298,0.9713664371148967,898,0.18158753171438927,0.4929322218194998,0.3254802464661109
89,003,2191,111,285,804,2080,2191,1.0,0.05066179826563213,0.9493382017343679,1102,0.1300775901414879,0.36695572797809217,0.5029666818804199
90,003,1688,64,205,758,1624,1688,1.0,0.037914691943127965,0.9620853080568721,725,0.12144549763033176,0.4490521327014218,0.42950236966824645
91,003,1536,65,228,496,1471,1536,1.0,0.042317708333333336,0.9576822916666666,812,0.1484375,0.3229166666666667,0.5286458333333334
92,005,1880,186,1178,357,1694,1880,1.0,0.09893617021276596,0.9010638297872341,345,0.6265957446808511,0.1898936170212766,0.18351063829787234
93,005,1600,120,1060,202,1480,1600,1.0,0.075,0.925,338,0.6625,0.12625,0.21125
94,005,1249,75,798,125,1174,1249,1.0,0.0600480384307446,0.9399519615692554,326,0.6389111289031225,0.100080064051241,0.2610088070456365
95,005,1575,92,1149,347,1483,1575,1.0,0.058412698412698416,0.9415873015873016,79,0.7295238095238096,0.22031746031746033,0.05015873015873016
96,005,2230,130,1342,623,2100,2230,1.0,0.05829596412556054,0.9417040358744395,265,0.6017937219730942,0.27937219730941704,0.11883408071748879
97,005,2427,132,1091,655,2295,2427,1.0,0.054388133498145856,0.9456118665018541,681,0.4495261639884631,0.2698805109188298,0.28059332509270707
98,005,2512,124,860,418,2388,2512,1.0,0.04936305732484077,0.9506369426751592,1234,0.34235668789808915,0.1664012738853503,0.4912420382165605
99,005,975,114,611,196,861,975,1.0,0.11692307692307692,0.8830769230769231,168,0.6266666666666667,0.20102564102564102,0.1723076923076923
100,005,4896,784,1193,405,4112,4896,1.0,0.16013071895424835,0.8398692810457516,3298,0.24366830065359477,0.08272058823529412,0.6736111111111112
101,005,2145,128,162,35,2017,2145,1.0,0.059673659673659674,0.9403263403263403,1948,0.07552447552447553,0.016317016317016316,0.9081585081585082
102,005,1761,476,595,240,1285,1761,1.0,0.27030096536059056,0.7296990346394094,926,0.3378762067007382,0.1362862010221465,0.5258375922771152
103,005,2243,252,872,174,1991,2243,1.0,0.11234953187695051,0.8876504681230495,1197,0.38876504681230495,0.07757467677218012,0.533660276415515
104,005,4193,175,248,63,4018,4193,1.0,0.041736227045075125,0.9582637729549248,3882,0.05914619604102075,0.015025041736227046,0.9258287622227522
105,005,3226,504,903,282,2722,3226,1.0,0.15623062616243025,0.8437693738375698,2041,0.27991320520768753,0.08741475511469311,0.6326720396776193
106,005,4530,1084,1622,647,3446,4530,1.0,0.2392935982339956,0.7607064017660045,2261,0.35805739514348783,0.14282560706401767,0.49911699779249447
107,005,2064,213,1181,533,1851,2064,1.0,0.10319767441860465,0.8968023255813954,350,0.5721899224806202,0.25823643410852715,0.1695736434108527
108,005,989,137,382,216,852,989,1.0,0.1385237613751264,0.8614762386248737,391,0.3862487360970677,0.21840242669362994,0.3953488372093023
109,005,1069,183,382,279,886,1069,1.0,0.17118802619270346,0.8288119738072965,408,0.35734331150608045,0.2609915809167446,0.3816651075771749
110,005,2072,243,1000,612,1829,2072,1.0,0.11727799227799228,0.8827220077220077,460,0.4826254826254826,0.2953667953667954,0.222007722007722
111,005,4047,197,427,118,3850,4047,1.0,0.04867803311094638,0.9513219668890536,3502,0.10551025450951322,0.02915740054361255,0.8653323449468743
112,005,2644,163,1303,699,2481,2644,1.0,0.061649016641452344,0.9383509833585476,642,0.49281391830559756,0.2643721633888048,0.2428139183055976
113,005,3645,375,1658,973,3270,3645,1.0,0.102880658436214,0.897119341563786,1014,0.45486968449931414,0.26694101508916324,0.2781893004115226
114,005,2629,514,994,455,2115,2629,1.0,0.19551160136934195,0.804488398630658,1180,0.3780905287181438,0.17306960821605172,0.4488398630658045
115,005,3319,365,1502,1032,2954,3319,1.0,0.10997288339861404,0.890027116601386,785,0.4525459475745707,0.3109370292256704,0.23651702319975895
116,005,2385,257,1119,645,2128,2385,1.0,0.10775681341719077,0.8922431865828092,621,0.4691823899371069,0.27044025157232704,0.26037735849056604
117,005,1732,463,549,411,1269,1732,1.0,0.26732101616628173,0.7326789838337182,772,0.3169745958429561,0.23729792147806006,0.4457274826789838
118,005,837,51,282,338,786,837,1.0,0.06093189964157706,0.9390681003584229,217,0.33691756272401435,0.4038231780167264,0.25925925925925924
119,005,611,16,143,467,595,611,1.0016420361247949,0.02618657937806874,0.9738134206219312,1,0.23404255319148937,0.7643207855973814,0.0016366612111292963
120,005,1020,1004,566,174,16,1020,1.0,0.984313725490196,0.01568627450980392,280,0.5549019607843138,0.17058823529411765,0.27450980392156865
121,005,872,848,653,140,24,872,1.0,0.9724770642201835,0.027522935779816515,79,0.7488532110091743,0.16055045871559634,0.09059633027522936
122,005,408,399,319,88,9,408,1.1243093922651934,0.9779411764705882,0.022058823529411766,1,0.7818627450980392,0.21568627450980393,0.0024509803921568627
123,005,328,324,186,23,4,328,1.0,0.9878048780487805,0.012195121951219513,119,0.5670731707317073,0.0701219512195122,0.3628048780487805
124,005,2186,314,752,1019,1872,2186,1.0,0.14364135407136322,0.8563586459286368,415,0.34400731930466605,0.46614821591948763,0.1898444647758463
125,005,93,8,39,36,85,93,1.0,0.08602150537634409,0.9139784946236559,18,0.41935483870967744,0.3870967741935484,0.1935483870967742
126,005,2020,263,688,946,1757,2020,1.0,0.1301980198019802,0.8698019801980198,386,0.3405940594059406,0.46831683168316834,0.1910891089108911
127,005,162,12,40,111,150,162,1.0,0.07407407407407407,0.9259259259259259,11,0.24691358024691357,0.6851851851851852,0.06790123456790123
128,005,341,8,197,117,333,341,1.0,0.02346041055718475,0.9765395894428153,27,0.5777126099706745,0.34310850439882695,0.07917888563049853
129,005,717,11,363,307,706,717,1.0,0.015341701534170154,0.9846582984658299,47,0.5062761506276151,0.4281729428172943,0.06555090655509066
130,005,1076,126,116,482,950,1076,1.0,0.1171003717472119,0.8828996282527881,478,0.10780669144981413,0.4479553903345725,0.44423791821561337
131,005,1570,322,495,149,1248,1570,1.0,0.2050955414012739,0.7949044585987262,926,0.31528662420382164,0.09490445859872612,0.5898089171974522
132,005,168,131,57,5,37,168,1.0,0.7797619047619048,0.22023809523809523,106,0.3392857142857143,0.02976190476190476,0.6309523809523809
133,005,654,639,307,154,15,654,1.0,0.9770642201834863,0.022935779816513763,193,0.4694189602446483,0.23547400611620795,0.29510703363914376
134,005,3295,221,1696,1063,3074,3295,1.0,0.06707132018209408,0.932928679817906,536,0.5147192716236723,0.3226100151745068,0.16267071320182094
135,005,197,13,61,114,184,197,1.0,0.06598984771573604,0.934010152284264,22,0.3096446700507614,0.5786802030456852,0.1116751269035533
136,005,53,6,4,12,47,53,1.0,0.11320754716981132,0.8867924528301887,37,0.07547169811320754,0.22641509433962265,0.6981132075471698
137,005,1319,1309,735,218,10,1319,1.0,0.9924184988627748,0.0075815011372251705,366,0.5572403335860501,0.1652767247915087,0.27748294162244125
138,005,922,56,135,430,866,922,1.0,0.06073752711496746,0.9392624728850325,357,0.14642082429501085,0.46637744034707157,0.3872017353579176
139,005,1066,1045,534,186,21,1066,1.0,0.9803001876172608,0.019699812382739212,346,0.50093808630394,0.17448405253283303,0.324577861163227
140,005,1429,1410,844,198,19,1429,1.0,0.986703988803359,0.013296011196641007,387,0.5906228131560531,0.13855843247025892,0.2708187543736879
141,005,582,574,257,26,8,582,1.0,0.9862542955326461,0.013745704467353952,299,0.4415807560137457,0.044673539518900345,0.5137457044673539
142,005,92,91,71,19,1,92,1.0,0.9891304347826086,0.010869565217391304,2,0.7717391304347826,0.20652173913043478,0.021739130434782608
143,005,1559,536,350,452,1023,1559,1.0,0.3438101347017319,0.6561898652982682,757,0.22450288646568314,0.28992944194996795,0.48556767158434894
144,005,1281,351,313,519,930,1281,1.0,0.27400468384074944,0.7259953161592506,449,0.24434035909445745,0.405152224824356,0.3505074160811866
145,005,1655,1102,330,285,553,1655,1.0,0.6658610271903324,0.3341389728096677,1040,0.19939577039274925,0.17220543806646527,0.6283987915407855
146,005,1365,223,387,544,1142,1365,1.0,0.16336996336996337,0.8366300366300367,434,0.2835164835164835,0.39853479853479856,0.31794871794871793
147,005,1226,47,303,700,1179,1226,1.0,0.03833605220228385,0.9616639477977161,223,0.24714518760195758,0.5709624796084829,0.18189233278955955
148,005,1000,30,316,552,970,1000,1.0,0.03,0.97,132,0.316,0.552,0.132
149,005,1203,38,456,331,1165,1203,1.0,0.03158769742310889,0.9684123025768911,416,0.3790523690773067,0.27514546965918535,0.3458021612635079
150,005,1665,26,797,607,1639,1665,1.0,0.015615615615615615,0.9843843843843844,261,0.4786786786786787,0.36456456456456454,0.15675675675675677
151,005,654,80,228,252,574,654,1.0,0.12232415902140673,0.8776758409785933,174,0.3486238532110092,0.3853211009174312,0.26605504587155965
152,005,2084,234,692,966,1850,2084,1.0,0.11228406909788867,0.8877159309021113,426,0.33205374280230326,0.463531669865643,0.20441458733205375
153,005,296,12,101,141,284,296,1.0,0.04054054054054054,0.9594594594594594,54,0.34121621621621623,0.47635135135135137,0.18243243243243243
154,005,420,417,269,40,3,420,1.0,0.9928571428571429,0.007142857142857143,111,0.6404761904761904,0.09523809523809523,0.2642857142857143
155,005,1676,1665,1140,241,11,1676,1.0,0.9934367541766109,0.0065632458233890216,295,0.6801909307875895,0.14379474940334128,0.1760143198090692
156,005,2116,370,694,848,1746,2116,1.0,0.17485822306238186,0.8251417769376181,574,0.3279773156899811,0.4007561436672968,0.2712665406427221
157,005,1211,1059,654,136,152,1211,1.0,0.8744838976052849,0.1255161023947151,421,0.5400495458298926,0.11230388109000826,0.3476465730800991
158,005,1107,1065,564,83,42,1107,1.0,0.962059620596206,0.037940379403794036,460,0.5094850948509485,0.07497741644083107,0.41553748870822044
159,005,4149,3978,2302,350,171,4149,1.0,0.9587852494577006,0.04121475054229935,1497,0.5548324897565678,0.08435767654856592,0.36080983369486624
160,005,1147,195,258,335,952,1147,1.0,0.17000871839581516,0.8299912816041848,554,0.22493461203138623,0.2920662598081953,0.48299912816041846
161,005,2963,122,525,1568,2841,2963,1.0,0.041174485318933515,0.9588255146810665,870,0.1771852851839352,0.5291933850826864,0.29362132973337834
162,005,1208,63,298,538,1145,1208,1.0,0.052152317880794705,0.9478476821192053,372,0.24668874172185432,0.445364238410596,0.3079470198675497
163,007,1323,109,263,540,1214,1323,1.0,0.08238851095993953,0.9176114890400605,520,0.19879062736205594,0.40816326530612246,0.3930461073318216
164,007,289,26,81,96,263,289,1.0,0.08996539792387544,0.9100346020761245,112,0.28027681660899656,0.33217993079584773,0.3875432525951557
165,007,206,14,47,57,192,206,1.0,0.06796116504854369,0.9320388349514563,102,0.22815533980582525,0.2766990291262136,0.49514563106796117
166,007,800,58,229,248,742,800,1.0,0.0725,0.9275,323,0.28625,0.31,0.40375
167,007,1386,210,262,444,1176,1386,1.0,0.15151515151515152,0.8484848484848485,680,0.18903318903318903,0.3203463203463203,0.4906204906204906
168,007,1353,343,260,474,1010,1353,1.0,0.2535107169253511,0.7464892830746489,619,0.19216555801921656,0.35033259423503327,0.4575018477457502
169,007,610,55,138,231,555,610,1.0,0.09016393442622951,0.9098360655737705,241,0.2262295081967213,0.37868852459016394,0.3950819672131147
170,007,761,57,187,206,704,761,1.0,0.07490144546649145,0.9250985545335085,368,0.2457293035479632,0.2706964520367937,0.4835742444152431
171,007,3612,3530,1265,260,82,3612,1.0,0.9772978959025471,0.022702104097452935,2087,0.3502214839424142,0.07198228128460686,0.5777962347729789
172,007,1125,1070,264,47,55,1125,1.0,0.9511111111111111,0.04888888888888889,814,0.23466666666666666,0.041777777777777775,0.7235555555555555
173,007,926,49,162,403,877,926,1.0,0.052915766738660906,0.9470842332613391,361,0.17494600431965443,0.4352051835853132,0.3898488120950324
174,007,652,39,148,211,613,652,1.0,0.0598159509202454,0.9401840490797546,293,0.22699386503067484,0.3236196319018405,0.4493865030674847
175,007,715,47,168,156,668,715,1.0,0.06573426573426573,0.9342657342657342,391,0.23496503496503496,0.21818181818181817,0.5468531468531469
176,007,750,21,148,181,729,750,1.0,0.028,0.972,421,0.19733333333333333,0.24133333333333334,0.5613333333333334
177,007,726,61,110,234,665,726,1.0,0.08402203856749312,0.9159779614325069,382,0.15151515151515152,0.32231404958677684,0.5261707988980716
178,007,1062,57,165,416,1005,1062,1.0,0.05367231638418079,0.9463276836158192,481,0.1553672316384181,0.391713747645951,0.4529190207156309
179,007,1077,80,205,361,997,1077,1.0,0.07428040854224698,0.9257195914577531,511,0.1903435468895079,0.33519034354688954,0.4744661095636026
180,007,288,12,48,152,276,288,1.0,0.041666666666666664,0.9583333333333334,88,0.16666666666666666,0.5277777777777778,0.3055555555555556
181,007,220,5,20,106,215,220,1.0,0.022727272727272728,0.9772727272727273,94,0.09090909090909091,0.4818181818181818,0.42727272727272725
182,007,1492,25,209,906,1467,1492,1.0,0.01675603217158177,0.9832439678284183,377,0.1400804289544236,0.6072386058981233,0.2526809651474531
183,007,1862,100,263,851,1762,1862,1.0,0.05370569280343716,0.9462943071965628,748,0.14124597207303974,0.45703544575725025,0.40171858216971
184,007,2358,174,414,1268,2184,2358,1.0,0.0737913486005089,0.926208651399491,676,0.17557251908396945,0.53774385072095,0.2866836301950806
185,007,2864,115,639,1708,2749,2864,1.0,0.040153631284916204,0.9598463687150838,517,0.22311452513966482,0.5963687150837989,0.1805167597765363
186,007,1418,34,322,694,1384,1418,1.0,0.023977433004231313,0.9760225669957687,402,0.22708039492242596,0.4894217207334274,0.2834978843441467
187,007,1547,73,255,744,1474,1547,1.0,0.04718810601163542,0.9528118939883645,548,0.16483516483516483,0.48093083387201035,0.35423400129282484
188,007,1147,49,217,589,1098,1147,1.0,0.042720139494333044,0.9572798605056669,341,0.1891891891891892,0.5135135135135135,0.2972972972972973
189,007,1643,42,313,881,1601,1643,1.0,0.02556299452221546,0.9744370054777846,449,0.1905051734631771,0.5362142422398052,0.2732805842970176
190,007,2088,50,369,1140,2038,2088,1.0,0.023946360153256706,0.9760536398467433,579,0.17672413793103448,0.5459770114942529,0.27729885057471265
191,007,2902,83,480,1685,2819,2902,1.0,0.028600964851826328,0.9713990351481737,737,0.16540317022742937,0.5806340454858718,0.25396278428669883
192,007,291,6,52,165,285,291,1.0,0.020618556701030927,0.979381443298969,74,0.17869415807560138,0.5670103092783505,0.2542955326460481
193,007,597,4,159,381,593,597,1.0,0.006700167504187605,0.9932998324958124,57,0.2663316582914573,0.6381909547738693,0.09547738693467336
194,007,732,29,97,374,703,732,1.0,0.03961748633879782,0.9603825136612022,261,0.1325136612021858,0.5109289617486339,0.35655737704918034
195,007,627,15,65,417,612,627,1.0,0.023923444976076555,0.9760765550239234,145,0.10366826156299841,0.6650717703349283,0.23125996810207336
196,007,2010,55,430,1188,1955,2010,1.0,0.02736318407960199,0.972636815920398,392,0.21393034825870647,0.591044776119403,0.19502487562189055
197,007,72,67,12,2,5,72,1.0,0.9305555555555556,0.06944444444444445,58,0.16666666666666666,0.027777777777777776,0.8055555555555556
198,007,650,31,149,413,619,650,1.0,0.047692307692307694,0.9523076923076923,88,0.22923076923076924,0.6353846153846154,0.13538461538461538
