,COUNTYFP20,VAP,AMINVAP,PRES20D,PRES20R,OVAP,TOT_VOTES,factor,AMINVAP_pct,OVAP_pct,PRES20None,PRES20D_pct,PRES20R_pct,PRES20None_pct
151,005,654,68,228,252,586,654,1.0,0.10397553516819572,0.8960244648318043,174,0.3486238532110092,0.3853211009174312,0.26605504587155965
152,005,2084,182,692,966,1902,2084,1.0,0.0873320537428023,0.9126679462571977,426,0.33205374280230326,0.463531669865643,0.20441458733205375
153,005,296,6,101,141,290,296,1.0,0.02027027027027027,0.9797297297297297,54,0.34121621621621623,0.47635135135135137,0.18243243243243243
154,005,420,415,269,40,5,420,1.0,0.9880952380952381,0.011904761904761904,111,0.6404761904761904,0.09523809523809523,0.2642857142857143
155,005,1676,1636,1140,241,40,1676,1.0,0.9761336515513126,0.02386634844868735,295,0.6801909307875895,0.14379474940334128,0.1760143198090692
156,005,2116,319,694,848,1797,2116,1.0,0.15075614366729678,0.8492438563327032,574,0.3279773156899811,0.4007561436672968,0.2712665406427221
157,005,1211,1042,654,136,169,1211,1.0,0.8604459124690339,0.13955408753096615,421,0.5400495458298926,0.11230388109000826,0.3476465730800991
158,005,1107,1055,564,83,52,1107,1.0,0.953026196928636,0.04697380307136405,460,0.5094850948509485,0.07497741644083107,0.41553748870822044
159,005,4149,3931,2302,350,218,4149,1.0,0.9474572186068932,0.05254278139310677,1497,0.5548324897565678,0.08435767654856592,0.36080983369486624
160,005,1147,162,258,335,985,1147,1.0,0.14123801220575413,0.8587619877942458,554,0.22493461203138623,0.2920662598081953,0.48299912816041846
161,005,2963,59,525,1568,2904,2963,1.0,0.01991225109686129,0.9800877489031387,870,0.1771852851839352,0.5291933850826864,0.29362132973337834
162,005,1208,25,298,538,1183,1208,1.0,0.020695364238410598,0.9793046357615894,372,0.24668874172185432,0.445364238410596,0.3079470198675497
163,007,1323,73,263,540,1250,1323,1.0,0.05517762660619804,0.9448223733938019,520,0.19879062736205594,0.40816326530612246,0.3930461073318216
164,007,289,25,81,96,264,289,1.0,0.08650519031141868,0.9134948096885813,112,0.28027681660899656,0.33217993079584773,0.3875432525951557
165,007,206,11,47,57,195,206,1.0,0.05339805825242718,0.9466019417475728,102,0.22815533980582525,0.2766990291262136,0.49514563106796117
166,007,800,37,229,248,763,800,1.0,0.04625,0.95375,323,0.28625,0.31,0.40375
167,007,1386,194,262,444,1192,1386,1.0,0.13997113997113997,0.86002886002886,680,0.18903318903318903,0.3203463203463203,0.4906204906204906
168,007,1353,323,260,474,1030,1353,1.0,0.23872875092387288,0.7612712490761271,619,0.19216555801921656,0.35033259423503327,0.4575018477457502
169,007,610,40,138,231,570,610,1.0,0.06557377049180328,0.9344262295081968,241,0.2262295081967213,0.37868852459016394,0.3950819672131147
170,007,761,39,187,206,722,761,1.0,0.051248357424441525,0.9487516425755584,368,0.2457293035479632,0.2706964520367937,0.4835742444152431
171,007,3612,3502,1265,260,110,3612,1.0,0.969545957918051,0.03045404208194906,2087,0.3502214839424142,0.07198228128460686,0.5777962347729789
172,007,1125,1069,264,47,56,1125,1.0,0.9502222222222222,0.049777777777777775,814,0.23466666666666666,0.041777777777777775,0.7235555555555555
173,007,926,20,162,403,906,926,1.0,0.02159827213822894,0.978401727861771,361,0.17494600431965443,0.4352051835853132,0.3898488120950324
174,007,652,24,148,211,628,652,1.0,0.03680981595092025,0.9631901840490797,293,0.22699386503067484,0.3236196319018405,0.4493865030674847
175,007,715,31,168,156,684,715,1.0,0.043356643356643354,0.9566433566433566,391,0.23496503496503496,0.21818181818181817,0.5468531468531469
176,007,750,5,148,181,745,750,1.0,0.006666666666666667,0.9933333333333333,421,0.19733333333333333,0.24133333333333334,0.5613333333333334
177,007,726,33,110,234,693,726,1.0,0.045454545454545456,0.9545454545454546,382,0.15151515151515152,0.32231404958677684,0.5261707988980716
178,007,1062,29,165,416,1033,1062,1.0,0.027306967984934087,0.972693032015066,481,0.1553672316384181,0.391713747645951,0.4529190207156309
179,007,1077,40,205,361,1037,1077,1.0,0.03714020427112349,0.9628597957288765,511,0.1903435468895079,0.33519034354688954,0.4744661095636026
180,007,288,3,48,152,285,288,1.0,0.010416666666666666,0.9895833333333334,88,0.16666666666666666,0.5277777777777778,0.3055555555555556
181,007,220,4,20,106,216,220,1.0,0.01818181818181818,0.9818181818181818,94,0.09090909090909091,0.4818181818181818,0.42727272727272725
182,007,1492,5,209,906,1487,1492,1.0,0.003351206434316354,0.9966487935656837,377,0.1400804289544236,0.6072386058981233,0.2526809651474531
183,007,1862,37,263,851,1825,1862,1.0,0.01987110633727175,0.9801288936627283,748,0.14124597207303974,0.45703544575725025,0.40171858216971
184,007,2358,138,414,1268,2220,2358,1.0,0.058524173027989825,0.9414758269720102,676,0.17557251908396945,0.53774385072095,0.2866836301950806
185,007,2864,52,639,1708,2812,2864,1.0,0.018156424581005588,0.9818435754189944,517,0.22311452513966482,0.5963687150837989,0.1805167597765363
186,007,1418,14,322,694,1404,1418,1.0,0.009873060648801129,0.9901269393511989,402,0.22708039492242596,0.4894217207334274,0.2834978843441467
187,007,1547,34,255,744,1513,1547,1.0,0.02197802197802198,0.978021978021978,548,0.16483516483516483,0.48093083387201035,0.35423400129282484
188,007,1147,11,217,589,1136,1147,1.0,0.00959023539668701,0.990409764603313,341,0.1891891891891892,0.5135135135135135,0.2972972972972973
189,007,1643,11,313,881,1632,1643,1.0,0.006695069993913573,0.9933049300060864,449,0.1905051734631771,0.5362142422398052,0.2732805842970176
190,007,2088,11,369,1140,2077,2088,1.0,0.005268199233716475,0.9947318007662835,579,0.17672413793103448,0.5459770114942529,0.27729885057471265
191,007,2902,30,480,1685,2872,2902,1.0,0.010337698139214336,0.9896623018607856,737,0.16540317022742937,0.5806340454858718,0.25396278428669883
192,007,291,2,52,165,289,291,1.0,0.006872852233676976,0.993127147766323,74,0.17869415807560138,0.5670103092783505,0.2542955326460481
193,007,597,2,159,381,595,597,1.0,0.0033500837520938024,0.9966499162479062,57,0.2663316582914573,0.6381909547738693,0.09547738693467336
194,007,732,13,97,374,719,732,1.0,0.017759562841530054,0.98224043715847,261,0.1325136612021858,0.5109289617486339,0.35655737704918034
195,007,627,9,65,417,618,627,1.0,0.014354066985645933,0.9856459330143541,145,0.10366826156299841,0.6650717703349283,0.23125996810207336
196,007,2010,15,430,1188,1995,2010,1.0,0.007462686567164179,0.9925373134328358,392,0.21393034825870647,0.591044776119403,0.19502487562189055
